1	-2.0	1	2	0.043009844	0.956990123				
2	-1.0	1	2	0.045606311	0.954393685				
3	-1.0	2	2	0.047618762	0.952381194				
4	-2.0	0	2	0.050549962	0.949450076				
5	-2.0	1	2	0.051902469	0.948097587				
6	-2.0	1	2	0.052183103	0.947816908				
7	-2.0	1	2	0.052319918	0.947680056				
8	2.0	1	2	0.053529546	0.946470439				
9	2.0	2	2	0.053726338	0.946273625				
10	-2.0	2	2	0.053989828	0.946010172				
11	-1.0	1	2	0.054081611	0.945918441				
12	-2.0	1	2	0.054132588	0.945867419				
13	-2.0	2	2	0.054655369	0.945344627				
14	-2.0	0	2	0.055361655	0.944638371				
15	-2.0	0	2	0.055565331	0.944434702				
16	-2.0	1	2	0.05618231	0.943817675				
17	1.0	2	2	0.056613423	0.943386614				
18	-2.0	1	2	0.056993514	0.943006456				
19	-1.0	1	2	0.057705209	0.942294776				
20	2.0	2	2	0.057710607	0.942289412				
21	2.0	2	2	0.058686651	0.941313326				
22	2.0	2	2	0.058759332	0.941240668				
23	-2.0	1	2	0.058766928	0.941233099				
24	-1.0	1	2	0.058823697	0.941176236				
25	2.0	2	2	0.059075065	0.940924883				
26	-1.0	1	2	0.059259724	0.940740228				
27	-2.0	1	2	0.059335828	0.940664172				
28	-2.0	2	2	0.059494007	0.940505981				
29	-2.0	1	2	0.059685495	0.940314531				
30	2.0	2	2	0.059817914	0.94018203				
31	2.0	2	2	0.059884872	0.940115154				
32	0.0	2	2	0.060287781	0.939712226				
33	2.0	2	2	0.060881417	0.939118564				
34	-2.0	1	2	0.061257344	0.938742638				
35	-2.0	1	2	0.061445378	0.938554645				
36	-1.0	1	2	0.061575964	0.938424051				
37	-2.0	2	2	0.061776448	0.938223541				
38	-1.0	2	2	0.061857514	0.938142419				
39	-1.0	1	2	0.062084388	0.937915564				
40	-1.0	2	2	0.062248223	0.93775177				
41	2.0	2	2	0.062276792	0.93772316				
42	-2.0	1	2	0.062664039	0.937336028				
43	-1.0	2	2	0.06270542	0.937294543				
44	-2.0	1	2	0.06353756	0.936462462				
45	2.0	2	2	0.064088933	0.935911059				
46	-1.0	1	2	0.064147495	0.935852587				
47	2.0	2	2	0.064739875	0.935260117				
48	-1.0	0	2	0.064787157	0.93521291				
49	-2.0	1	2	0.064875446	0.935124576				
50	-2.0	1	2	0.065430723	0.934569299				
51	2.0	2	2	0.066395886	0.933604062				
52	2.0	2	2	0.066526651	0.933473349				
53	-1.0	1	2	0.066740081	0.933259964				
54	2.0	1	2	0.066856816	0.933143139				
55	2.0	2	2	0.066877164	0.933122814				
56	-2.0	1	2	0.066998079	0.933001876				
57	1.0	2	2	0.067099243	0.932900727				
58	2.0	1	2	0.067289114	0.932710946				
59	-1.0	0	2	0.067758776	0.932241261				
60	2.0	2	2	0.068032004	0.931967914				
61	2.0	2	2	0.068087228	0.93191278				
62	-1.0	1	2	0.068464011	0.931535959				
63	2.0	2	2	0.068496563	0.931503475				
64	-2.0	2	2	0.068535484	0.931464493				
65	1.0	2	2	0.068931833	0.931068182				
66	2.0	0	2	0.068944119	0.931055903				
67	-2.0	1	2	0.068993106	0.931006908				
68	-2.0	1	2	0.069131278	0.930868685				
69	-2.0	1	2	0.069654509	0.930345476				
70	-2.0	1	2	0.069990277	0.930009782				
71	2.0	1	2	0.070260324	0.929739714				
72	-1.0	2	2	0.070361651	0.929638326				
73	-1.0	0	2	0.070462689	0.929537356				
74	-2.0	1	2	0.070513792	0.929486156				
75	-1.0	1	2	0.070560373	0.929439604				
76	2.0	2	2	0.070870012	0.929129958				
77	-1.0	1	2	0.070920512	0.929079533				
78	-1.0	1	2	0.07112284	0.928877175				
79	-2.0	1	2	0.071468443	0.928531528				
80	-2.0	1	2	0.071520679	0.928479314				
81	2.0	2	2	0.071937092	0.928062856				
82	2.0	2	2	0.072285615	0.927714407				
83	-1.0	1	2	0.072409071	0.927590907				
84	-1.0	1	2	0.072414592	0.927585483				
85	2.0	1	2	0.072544128	0.927455842				
86	-1.0	1	2	0.072787657	0.927212358				
87	-2.0	1	2	0.07304363	0.926956296				
88	-1.0	0	2	0.07304927	0.926950693				
89	-1.0	1	2	0.073192179	0.926807821				
90	-2.0	2	2	0.073387459	0.926612496				
91	2.0	2	2	0.073695682	0.926304281				
92	-1.0	1	2	0.073743582	0.926256418				
93	2.0	2	2	0.073768988	0.926230967				
94	-1.0	0	2	0.073831342	0.92616868				
95	-2.0	1	2	0.074388213	0.925611854				
96	2.0	1	2	0.074468829	0.925531149				
97	-2.0	1	2	0.074543469	0.925456524				
98	-1.0	0	2	0.074556865	0.925443113				
99	2.0	1	2	0.074735969	0.925264001				
100	-2.0	2	2	0.074860848	0.925139189				
101	2.0	2	2	0.074884534	0.925115407				
102	-1.0	1	2	0.074917667	0.925082386				
103	2.0	2	2	0.074986927	0.925013125				
104	-1.0	1	2	0.075071104	0.924928844				
105	-1.0	1	2	0.075260803	0.924739182				
106	2.0	2	2	0.075599104	0.924400866				
107	2.0	2	2	0.075668834	0.924331129				
108	-2.0	1	2	0.075714394	0.924285591				
109	-1.0	0	2	0.075976126	0.924023807				
110	-1.0	1	2	0.076008439	0.923991561				
111	2.0	2	2	0.076011188	0.923988819				
112	1.0	2	2	0.076091409	0.923908651				
113	-2.0	1	2	0.076225892	0.923774123				
114	-1.0	2	2	0.076256417	0.923743606				
115	-1.0	0	2	0.076283962	0.923716009				
116	-1.0	0	2	0.076399773	0.923600197				
117	-2.0	2	2	0.076417491	0.923582494				
118	-2.0	1	2	0.076464325	0.923535645				
119	-1.0	1	2	0.07666973	0.923330307				
120	-1.0	0	2	0.076811671	0.923188329				
121	-2.0	1	2	0.076811939	0.923188031				
122	2.0	2	2	0.077065893	0.922934115				
123	2.0	2	2	0.077068791	0.922931254				
124	-1.0	0	2	0.077206321	0.922793686				
125	-2.0	1	2	0.077286884	0.922713101				
126	1.0	1	2	0.077306241	0.922693789				
127	2.0	1	2	0.077405684	0.922594368				
128	-2.0	1	2	0.077423662	0.922576308				
129	1.0	2	2	0.077467605	0.92253238				
130	-2.0	1	2	0.077650659	0.922349393				
131	2.0	2	2	0.077679507	0.922320485				
132	-1.0	0	2	0.077786177	0.922213793				
133	2.0	1	2	0.078031562	0.9219684				
134	-2.0	0	2	0.078221589	0.92177844				
135	1.0	2	2	0.078239948	0.921760023				
136	2.0	1	2	0.07847444	0.921525538				
137	-1.0	2	2	0.078474671	0.9215253				
138	2.0	1	2	0.078589566	0.921410441				
139	2.0	1	2	0.07894706	0.921052873				
140	-2.0	2	2	0.079053335	0.920946598				
141	2.0	2	2	0.079313576	0.920686424				
142	-1.0	2	2	0.079332553	0.92066747				
143	-1.0	0	2	0.079708703	0.920291305				
144	2.0	0	2	0.079744689	0.920255363				
145	2.0	2	2	0.079752862	0.920247197				
146	2.0	2	2	0.079851106	0.920148849				
147	-1.0	1	2	0.080153227	0.919846773				
148	-1.0	1	2	0.080247924	0.919752061				
149	-2.0	2	2	0.080294147	0.919705868				
150	2.0	1	2	0.080436893	0.919563115				
151	2.0	2	2	0.080452941	0.919547081				
152	-2.0	2	2	0.080469333	0.91953069				
153	-1.0	0	2	0.080477178	0.919522822				
154	-2.0	0	2	0.080645978	0.919354022				
155	2.0	2	2	0.080695949	0.919304013				
156	1.0	2	2	0.080799192	0.919200778				
157	-1.0	0	2	0.08083763	0.919162393				
158	2.0	2	2	0.081076145	0.918923855				
159	2.0	1	2	0.081217684	0.918782294				
160	2.0	2	2	0.081306539	0.918693423				
161	-2.0	2	2	0.081421271	0.918578744				
162	2.0	1	2	0.081844956	0.918155074				
163	-1.0	0	1	0.081966981	0.918033063				
164	2.0	2	2	0.081971355	0.918028653				
165	-1.0	0	2	0.081972905	0.918027163				
166	1.0	2	2	0.082010478	0.917989552				
167	-1.0	0	2	0.082096279	0.917903662				
168	-2.0	1	2	0.082262792	0.917737186				
169	2.0	1	2	0.082386814	0.917613208				
170	2.0	0	2	0.082502045	0.917497993				
171	-1.0	0	2	0.082506299	0.917493701				
172	-2.0	1	2	0.082917266	0.917082727				
173	-1.0	1	2	0.082950719	0.917049229				
174	0.0	2	2	0.08297383	0.917026162				
175	-1.0	0	2	0.083017685	0.916982293				
176	-2.0	0	2	0.083034478	0.916965544				
177	-1.0	0	2	0.083087765	0.916912198				
178	1.0	1	2	0.083106428	0.916893601				
179	-1.0	0	2	0.083114535	0.916885436				
180	-1.0	1	2	0.083309926	0.916690052				
181	1.0	2	2	0.083491132	0.916508913				
182	1.0	2	2	0.083602868	0.916397154				
183	-1.0	0	2	0.08371105	0.916288972				
184	-1.0	1	2	0.083950356	0.9160496				
185	1.0	2	2	0.084367186	0.915632784				
186	2.0	2	2	0.084431916	0.915568113				
187	-2.0	2	2	0.084474809	0.915525258				
188	-1.0	0	2	0.084609091	0.915390968				
189	-1.0	0	2	0.084635906	0.915364087				
190	-2.0	2	2	0.0848388	0.915161192				
191	-1.0	0	2	0.084843412	0.915156603				
192	0.0	2	2	0.084890544	0.915109456				
193	-1.0	0	2	0.084899969	0.915100098				
194	-2.0	1	2	0.084903143	0.915096879				
195	-1.0	0	2	0.084994875	0.915005147				
196	2.0	0	2	0.085057028	0.91494298				
197	1.0	2	2	0.085113533	0.914886475				
198	-1.0	1	2	0.085130401	0.914869606				
199	2.0	2	2	0.08516331	0.914836705				
200	2.0	1	2	0.085473128	0.914526939				
201	1.0	1	2	0.085657805	0.914342225				
202	2.0	2	2	0.085671715	0.914328277				
203	-1.0	0	2	0.085791297	0.91420871				
204	-1.0	1	2	0.085861474	0.914138556				
205	-1.0	1	2	0.086079307	0.913920641				
206	-1.0	0	2	0.086241074	0.913758993				
207	-2.0	1	2	0.086665824	0.913334131				
208	2.0	2	2	0.086816028	0.913183928				
209	-2.0	2	2	0.086910591	0.913089395				
210	-2.0	2	2	0.086983196	0.913016856				
211	-1.0	1	2	0.087429151	0.912570894				
212	2.0	2	2	0.087429486	0.912570477				
213	2.0	1	2	0.087603465	0.912396491				
214	-2.0	2	1	0.087616734	0.912383318				
215	-2.0	2	2	0.087821722	0.912178338				
216	-1.0	2	2	0.088147223	0.911852777				
217	-1.0	0	2	0.088169344	0.911830664				
218	1.0	2	2	0.088201143	0.911798894				
219	-1.0	0	2	0.088417843	0.911582172				
220	2.0	2	2	0.088457242	0.911542773				
221	2.0	2	2	0.088533118	0.911466897				
222	-2.0	1	2	0.088539325	0.911460638				
223	-2.0	2	2	0.088651404	0.911348581				
224	-1.0	0	2	0.088796541	0.911203444				
225	-1.0	1	2	0.088906184	0.911093771				
226	-1.0	1	2	0.088991694	0.911008298				
227	2.0	1	2	0.089046225	0.91095376				
228	2.0	2	2	0.089205697	0.910794318				
229	2.0	1	2	0.089524537	0.910475433				
230	1.0	2	2	0.0896703	0.9103297				
231	-1.0	0	2	0.090088926	0.909911036				
232	2.0	1	2	0.090107344	0.909892678				
233	2.0	1	2	0.090165026	0.909835041				
234	2.0	2	2	0.09019836	0.909801662				
235	-1.0	1	2	0.090214908	0.909785092				
236	-2.0	2	2	0.090220667	0.90977937				
237	2.0	2	2	0.090297997	0.909702003				
238	2.0	1	2	0.090348966	0.909651041				
239	-2.0	1	2	0.090364635	0.909635365				
240	-2.0	2	2	0.090492733	0.909507215				
241	-2.0	1	2	0.090531789	0.909468174				
242	2.0	2	2	0.090532027	0.909467995				
243	2.0	2	2	0.090534985	0.909465015				
244	2.0	2	2	0.090536192	0.909463823				
245	0.0	0	2	0.090587303	0.909412682				
246	2.0	2	2	0.090599701	0.909400344				
247	2.0	2	2	0.0907906	0.90920943				
248	2.0	2	2	0.090794705	0.909205258				
249	2.0	2	2	0.090844579	0.909155428				
250	1.0	2	2	0.090894215	0.909105778				
251	0.0	1	2	0.09092249	0.909077466				
252	2.0	0	2	0.090966448	0.909033537				
253	-1.0	0	2	0.09102466	0.908975363				
254	-2.0	2	2	0.091033027	0.908966959				
255	2.0	1	2	0.091357537	0.908642471				
256	2.0	2	2	0.091401406	0.908598542				
257	-1.0	0	2	0.091415286	0.908584654				
258	-1.0	0	2	0.091434121	0.908565879				
259	2.0	2	2	0.091482379	0.908517659				
260	0.0	0	2	0.091780923	0.908219039				
261	-1.0	0	2	0.091896147	0.908103883				
262	-2.0	2	2	0.092219293	0.907780707				
263	0.0	0	2	0.09235128	0.907648683				
264	2.0	1	2	0.092460699	0.907539308				
265	-2.0	1	2	0.092546076	0.907453895				
266	2.0	2	2	0.092548117	0.907451928				
267	-2.0	1	2	0.092610165	0.90738976				
268	-1.0	0	2	0.092748128	0.907251894				
269	-2.0	2	2	0.092766702	0.907233238				
270	0.0	1	2	0.092845336	0.907154679				
271	-1.0	0	1	0.092877768	0.907122195				
272	-2.0	1	2	0.093076758	0.906923234				
273	2.0	2	2	0.09310317	0.90689683				
274	1.0	2	2	0.093201958	0.906798005				
275	2.0	2	2	0.09326379	0.906736195				
276	0.0	1	2	0.093455568	0.906544387				
277	-2.0	1	2	0.093482867	0.906517148				
278	-1.0	1	2	0.093498655	0.906501412				
279	-1.0	1	2	0.093502566	0.906497478				
280	-1.0	0	2	0.093704239	0.906295717				
281	1.0	2	2	0.093816392	0.9061836				
282	0.0	1	2	0.094260007	0.905740023				
283	2.0	0	1	0.094358124	0.905641913				
284	2.0	1	2	0.094853848	0.905146182				
285	2.0	1	2	0.09486641	0.905133605				
286	-2.0	1	2	0.094913237	0.905086696				
287	-1.0	1	2	0.094929561	0.905070424				
288	2.0	2	2	0.094929643	0.905070305				
289	1.0	1	2	0.095012732	0.904987335				
290	-1.0	1	1	0.095045559	0.904954433				
291	1.0	2	2	0.095339142	0.904660881				
292	-2.0	2	2	0.09548372	0.90451628				
293	2.0	0	2	0.095562823	0.904437184				
294	0.0	0	2	0.095634863	0.904365122				
295	-2.0	1	2	0.095650561	0.904349446				
296	1.0	2	2	0.095657617	0.904342413				
297	2.0	0	2	0.095664494	0.904335499				
298	-1.0	0	2	0.095816605	0.904183328				
299	-1.0	2	2	0.095820464	0.904179573				
300	-2.0	2	2	0.095858276	0.904141724				
301	2.0	2	2	0.095943868	0.904056072				
302	2.0	2	2	0.095983595	0.904016435				
303	-2.0	0	1	0.09604165	0.90395838				
304	-2.0	1	2	0.096070595	0.903929412				
305	2.0	2	2	0.096091241	0.903908789				
306	2.0	1	2	0.096108578	0.903891444				
307	-1.0	1	2	0.096234545	0.90376544				
308	-2.0	1	2	0.096293829	0.903706133				
309	-2.0	1	2	0.096350536	0.903649509				
310	-1.0	0	2	0.096506722	0.903493285				
311	1.0	2	2	0.096796006	0.903203964				
312	2.0	1	2	0.096857995	0.903142035				
313	-1.0	2	2	0.096930169	0.903069854				
314	-2.0	1	1	0.096935652	0.903064311				
315	-1.0	0	2	0.09701357	0.902986467				
316	0.0	0	2	0.09701512	0.902984917				
317	2.0	2	2	0.09710259	0.902897418				
318	2.0	1	2	0.097157508	0.902842522				
319	2.0	2	2	0.097206868	0.902793109				
320	-1.0	1	2	0.097409643	0.902590334				
321	-2.0	1	2	0.097434111	0.902565897				
322	-2.0	1	2	0.097684823	0.902315199				
323	2.0	1	2	0.097697809	0.902302206				
324	-2.0	2	2	0.097757153	0.902242839				
325	-1.0	1	2	0.097824477	0.902175546				
326	-2.0	1	2	0.097915582	0.90208447				
327	2.0	2	2	0.098095819	0.901904166				
328	1.0	2	2	0.098202266	0.901797712				
329	-1.0	1	2	0.098277874	0.901722074				
330	-1.0	0	2	0.098298654	0.901701331				
331	-1.0	2	2	0.098351538	0.901648462				
332	0.0	1	2	0.098465703	0.901534319				
333	2.0	1	2	0.098554462	0.901445568				
334	1.0	0	2	0.098597035	0.90140295				
335	-2.0	2	2	0.098678574	0.901321471				
336	1.0	2	2	0.098699562	0.90130049				
337	-2.0	1	2	0.098726675	0.90127337				
338	1.0	2	2	0.098751582	0.901248455				
339	2.0	1	2	0.098943308	0.901056707				
340	-1.0	0	2	0.09896899	0.901031017				
341	2.0	2	2	0.099020533	0.900979459				
342	-2.0	1	1	0.099030457	0.900969565				
343	2.0	2	2	0.099070966	0.900929034				
344	2.0	1	2	0.099227041	0.900772989				
345	-2.0	2	2	0.099552304	0.900447726				
346	-2.0	1	2	0.099574067	0.900425911				
347	2.0	0	2	0.099626139	0.900373876				
348	2.0	1	2	0.099825084	0.900174975				
349	2.0	2	2	0.099974826	0.900025189				
350	1.0	1	2	0.099989921	0.900010109				
351	2.0	2	2	0.100031227	0.899968743				
352	-1.0	-1	2	0.100068353	0.89993161				
353	1.0	2	2	0.100140631	0.899859369				
354	1.0	2	2	0.100154214	0.899845779				
355	2.0	2	2	0.100213677	0.899786294				
356	-2.0	2	2	0.100219622	0.899780452				
357	2.0	-1	2	0.100248568	0.899751484				
358	2.0	0	1	0.10026776	0.899732292				
359	1.0	2	2	0.100424193	0.89957577				
360	-2.0	2	2	0.100440882	0.899559081				
361	1.0	0	2	0.100807779	0.899192214				
362	-2.0	2	2	0.100817434	0.899182558				
363	-2.0	1	2	0.100853272	0.899146676				
364	-1.0	0	2	0.100976676	0.899023354				
365	2.0	2	2	0.101075836	0.898924112				
366	-2.0	1	2	0.101181976	0.898818076				
367	2.0	1	2	0.101223275	0.89877665				
368	-2.0	1	2	0.101236992	0.898763001				
369	-1.0	2	1	0.10123834	0.89876163				
370	-1.0	1	2	0.101277217	0.898722768				
371	1.0	2	2	0.101623379	0.898376644				
372	1.0	2	2	0.101831399	0.898168564				
373	-2.0	2	2	0.101875208	0.898124814				
374	1.0	2	2	0.102163173	0.897836804				
375	-1.0	0	2	0.102340288	0.897659659				
376	2.0	0	2	0.102370441	0.897629619				
377	2.0	0	2	0.102482408	0.897517622				
378	-1.0	2	2	0.102528051	0.897472024				
379	-2.0	0	2	0.102672711	0.897327304				
380	1.0	2	2	0.102837302	0.897162735				
381	0.0	0	2	0.103134423	0.896865606				
382	-1.0	0	2	0.103444271	0.896555662				
383	-2.0	2	2	0.103497982	0.896502018				
384	2.0	2	2	0.10364566	0.896354318				
385	-2.0	2	2	0.103675932	0.896324039				
386	-1.0	1	2	0.103899918	0.896100104				
387	2.0	1	2	0.103916615	0.896083415				
388	-2.0	1	2	0.104161218	0.895838857				
389	2.0	2	2	0.104296193	0.895703793				
390	-1.0	1	2	0.104328223	0.895671725				
391	2.0	1	2	0.104468137	0.895531833				
392	2.0	2	2	0.104494452	0.895505548				
393	-1.0	0	2	0.104750812	0.895249248				
394	-2.0	1	1	0.104793116	0.895206928				
395	-1.0	1	0	0.105092801	0.894907236				
396	-2.0	1	2	0.105094641	0.894905329				
397	-1.0	1	1	0.105213583	0.894786358				
398	0.0	0	2	0.105244927	0.894755065				
399	2.0	1	2	0.105337285	0.894662678				
400	1.0	2	2	0.105559818	0.894440174				
401	-2.0	1	1	0.105561219	0.894438803				
402	-1.0	-1	2	0.105616786	0.894383192				
403	0.0	2	2	0.105640642	0.89435935				
404	-2.0	2	2	0.105690345	0.8943097				
405	2.0	1	2	0.105727665	0.894272327				
406	-1.0	2	2	0.105895385	0.8941046				
407	2.0	-1	2	0.106057599	0.893942416				
